Product_Name,Price,Rating,Review Count,URL,ASIN
"Wenger WEEKEND LIFESTYLE TECHPACK 14 Inch Laptop Backpack with Tablet Pocket, customizable padded dividers, built in rain cover (12 Litre)-blend of style & function, Swiss designed, 606488 ","9,020",3.6 out of 5 stars,10,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A03099652EV8I923SGN0E&url=%2FWenger-Black-Laptop-Backpack-606488%2Fdp%2FB07QHK5DWF%2Fref%3Dsr_1_76_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-76-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_mtf,['B07QHK5DWF']
,,,,,
Van Heusen Women's Sling Bag (Navy) ,"1,099",4.4 out of 5 stars,46,https://www.amazon.in//Van-Heusen-Womens-Sling-Navy/dp/B07TTR6FZK/ref=sr_1_77?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-77,['B07TTR6FZK']
,,,,,
HEART CHOICE Casual Waterproof Laptop Backpack/ Office Bag/ School Bag/ College Bag For Men & Women (Grey Black) ,455,3.4 out of 5 stars,423,https://www.amazon.in//HEART-CHOICE-Waterproof-Backpack-College/dp/B097TTQS2L/ref=sr_1_78?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-78,['B097TTQS2L']
,,,,,
Diggy Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Waterproof Casual Unisex Bag for School College Office Suitable for Men Women (grey) ,479,3.4 out of 5 stars,41,https://www.amazon.in//Diggy-Backpack-Charging-Waterproof-Suitable/dp/B09N25XNKW/ref=sr_1_79?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-79,['B09N25XNKW']
,,,,,
"BeyBee Baby Diaper Nappy Changing Baby Diaper Bag/Baby Bag/Mummy Bag/Handbag Mama's Bag {Diaper Bag} (Dark Blue, One Size) ",580,4.4 out of 5 stars,805,https://www.amazon.in//Bey-Bee-Mamas-Diaper-Dark/dp/B01D785OJ8/ref=sr_1_80?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-80,['B01D785OJ8']
,,,,,
Aristocrat Unisex Black Premium Poleyester Fabric 26L Laptop Bags ,839, , ,https://www.amazon.in//Aristocrat-Unisex-Premium-Poleyester-Fabric/dp/B09ZV9MSFQ/ref=sr_1_81?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-81,['B09ZV9MSFQ']
,,,,,
Lavie Women's Beech Satchel Bag | Ladies Purse Handbag ,"1,274",4.3 out of 5 stars,"2,904",https://www.amazon.in//Lavie-Beech-Womens-Satchel-Handbag/dp/B096KTWTXC/ref=sr_1_82?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-82,['B096KTWTXC']
,,,,,
Aristocrat Zeal 20L Unisex Blue Laptop Bags ,719, , ,https://www.amazon.in//Aristocrat-Zeal-Unisex-Blue-Laptop/dp/B0B5YJ479V/ref=sr_1_83?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-83,['B0B5YJ479V']
,,,,,
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Navy Blue) ,"1,359",4.1 out of 5 stars,"1,049",https://www.amazon.in//HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_84?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-84,['B083N3DCTM']
,,,,,
Cosmus Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop ,"1,908",4.3 out of 5 stars,803,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0134164303FPBDBB7RE&url=%2FConvertible-Backpack-Messenger-Briefcase-Multi-Functional%2Fdp%2FB07D1QHR6H%2Fref%3Dsr_1_85_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-85-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_btf,['B07D1QHR6H']
,,,,,
"Wenger BTS SUN 14/16 Inch Laptop Backpack, 10 Inch Tablet Pocket in Black Geo Print (27 Litres)-blend of style & function, Swiss designed, 612035 ","3,629.00", , ,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A03085492FEJBLNCJUUA3&url=%2FWenger-Backpack-function-designed-612035%2Fdp%2FB09T65VBSY%2Fref%3Dsr_1_86_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-86-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_btf,['B09T65VBSY']
,,,,,
"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","1,150",4.7 out of 5 stars,46,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0886052OK4Q771ABRQ2&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B5NBLGBQ%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-81-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_atf_next,['B0B5NBLGBQ']
,,,,,
"Wenger BTS SUN 14/16 Inch Laptop Backpack, 10 Inch Tablet Pocket in Black Geo Print (27 Litres)-blend of style & function, Swiss designed, 612035 ","3,629.00", , ,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A03085492FEJBLNCJUUA3&url=%2FWenger-Backpack-function-designed-612035%2Fdp%2FB09T65VBSY%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-82-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_atf_next,['B09T65VBSY']
,,,,,
Baggit Women's Sling bag (Olive) ,549,4.0 out of 5 stars,63,https://www.amazon.in//Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K/ref=sr_1_83?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-83,['B098TJWT8K']
,,,,,
FUSE 27L BACKPACK BLACK ,729,3.8 out of 5 stars,59,https://www.amazon.in//Skybags-BPFUS27EBLK-FUSE-BACKPACK-BLACK/dp/B0B3XZH37K/ref=sr_1_84?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-84,['B0B3XZH37K']
,,,,,
uppercase 19 Ltrs Medium (14.6 inch) Laptop Backpack 1800EBP1 Printed Compact 3x more water repellent sustainable bags with rain proof zippers (Blue) ,"1,100",3.8 out of 5 stars,8,https://www.amazon.in//uppercase-Backpack-1800EBP1-repellent-sustainable/dp/B0B9T7PD7T/ref=sr_1_85?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-85,['B0B9T7PD7T']
,,,,,
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag ",949,4.3 out of 5 stars,"1,208",https://www.amazon.in//F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_86?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-86,['B078J63VRY']
,,,,,
DIVING DEEP Women Backpack Latest School Bag for Girls (Black) ,391,3.3 out of 5 stars,"1,332",https://www.amazon.in//DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_87?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-87,['B08F7YYZTJ']
,,,,,
"POLESTAR Leader 34 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty ",605,4.1 out of 5 stars,"3,160",https://www.amazon.in//POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B/ref=sr_1_88?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-88,['B08X2KRL8B']
,,,,,
Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Smiling-Tiger) ,339,3.9 out of 5 stars,78,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Smiling-Tiger/dp/B08D5N6QWN/ref=sr_1_89?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-89,['B08D5N6QWN']
,,,,,
Bizanne Fashion Medium Size Fashion Backpack for Girls | Best Gifts for Girls | College Bag for Girls | Stylish Backpack for Women |Stylish Latest Ladies Backpack ,409,3.1 out of 5 stars,363,https://www.amazon.in//Bizanne-Fashion-Backpack-College-Stylish/dp/B09FXYKW9C/ref=sr_1_90?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-90,['B09FXYKW9C']
,,,,,
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black) ,"1,409",4.3 out of 5 stars,"7,212",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0836734P5M4ZFWNR1G2&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDFT9C%2Fref%3Dsr_1_91_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-91-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_mtf,['B07MGDFT9C']
,,,,,
Cosmus Tuxer 38L Large Laptop Backpack With 3 Compartments ,"1,566",4.0 out of 5 stars,186,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A07765501EBSV4PRF9J2P&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCK9MLX%2Fref%3Dsr_1_92_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-92-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_mtf,['B09HCK9MLX']
,,,,,
Van Heusen Women's Sling Bag (Tan) ,"1,099",4.4 out of 5 stars,99,https://www.amazon.in//Van-Heusen-Womens-Sling-Bag/dp/B07TZ38JLK/ref=sr_1_93?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-93,['B07TZ38JLK']
,,,,,
"Dell Pro Laptop Briefcase Messenger Bag with Handle & Detachable Shoulder Strap | PO1520C - for upto 15.6"" Laptop/Macbook | 3-in-1 use | 4 Zippered Spacious pockets | Durable Polyester Padded Fabric, for Men & Women (Black) ","2,299.00",4.5 out of 5 stars,18,https://www.amazon.in//Briefcase-Messenger-Detachable-Shoulder-PO1520C/dp/B0B6PF1L69/ref=sr_1_94?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-94,['B0B6PF1L69']
,,,,,
Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit) ,919,4.4 out of 5 stars,735,https://www.amazon.in//Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_95?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&smid=A2II2NOIORNN01&sr=8-95,['B08F9QYRZB']
,,,,,
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop ,609,4.4 out of 5 stars,9,https://www.amazon.in//AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_96?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-96,['B09W4VMZ79']
,,,,,
PALAY® Kpop Bangtan Boys Casual Backpack Daypack Laptop Bag School Bag Bookbag Shoulder Bag with USB Charging Port(Black 3) ,"1,065",4.0 out of 5 stars,74,https://www.amazon.in//Bangtan-Backpack-Daypack-Shoulder-Charging/dp/B07PV7MKBY/ref=sr_1_97?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-97,['B07PV7MKBY']
,,,,,
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Navy Blue) ,"1,274",4.3 out of 5 stars,"7,212",https://www.amazon.in//HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MCRFH6N/ref=sr_1_98?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-98,['B07MCRFH6N']
,,,,,
"POLESTAR Hero 32 L Casual/ School/ College/ Day light weight Backpack, made with polyester, 1 year warranty - Slogan print ",505,3.9 out of 5 stars,"15,985",https://www.amazon.in//POLE-STAR-Casual-Backpack-bagpack/dp/B074G3TJYF/ref=sr_1_99?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-99,['B074G3TJYF']
,,,,,
Skybags Network Pro 26L Unisex Blue Laptop Bags ,"1,759.00",4.0 out of 5 stars,2,https://www.amazon.in//Skybags-Network-Unisex-Blue-Laptop/dp/B0B4DTMVXY/ref=sr_1_100?keywords=bags&qid=1665173371&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-100,['B0B4DTMVXY']
,,,,,
The Clownfish Transit 51 Litre Water Resistant Polyester Two Wheel Laptop Trolley Backpack (Grey- Size 57 cm) ,"5,679", , ,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A032106211HR96F4IB2T1&url=%2FClownfish-Transit-Resistant-Polyester-Backpack%2Fdp%2FB0BFL8KLKX%2Fref%3Dsr_1_101_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-101-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_btf,['B0BFL8KLKX']
,,,,,
"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit up to 15.6"" Laptop ","2,360",4.5 out of 5 stars,104,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A059093330LY3WLQCTMA3&url=%2FFunk-Hire-Leatherette-Backpack-Shoulder%2Fdp%2FB08XJW8M18%2Fref%3Dsr_1_102_sspa%3Fkeywords%3Dbags%26qid%3D1665173371%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-102-spons%26psc%3D1&qualifier=1665173371&id=3665309608826658&widgetName=sp_btf,['B08XJW8M18']
,,,,,
The Clownfish Large Capacity Expandable Water Resistant Business Travel Laptop Backpack (Black) ,"4,499", , ,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A09797192PW6KXZCXW25Q&url=%2FClownfish-Capacity-Expandable-Resistant-Business%2Fdp%2FB09RMQ2CSW%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dbags%26qid%3D1665173375%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-97-spons%26psc%3D1&qualifier=1665173375&id=3635288920025686&widgetName=sp_atf_next,['B09RMQ2CSW']
,,,,,
The Clownfish Transit 51 Litre Water Resistant Polyester Two Wheel Laptop Trolley Backpack (Navy Blue- Size 57 cm) ,"5,679", , ,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A03213069MEL3L1DBRUJ&url=%2FClownfish-Transit-Resistant-Polyester-Backpack%2Fdp%2FB0BFLBJ5H9%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dbags%26qid%3D1665173375%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-98-spons%26psc%3D1&qualifier=1665173375&id=3635288920025686&widgetName=sp_atf_next,['B0BFLBJ5H9']
,,,,,
Baggit Women's Sling bag (Olive) ,549,4.0 out of 5 stars,63,https://www.amazon.in//Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K/ref=sr_1_99?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-99,['B098TJWT8K']
,,,,,
Wooum Small Size Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women (9x3.56inch) ,314,4.0 out of 5 stars,"1,027",https://www.amazon.in//Wooum-Business-Messenger-Shoulder-9x3-56inch/dp/B09KV1PFHV/ref=sr_1_100?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-100,['B09KV1PFHV']
,,,,,
Office Laptop Bag for Women - 15.6 Inch Laptop Office Bag For Women Large Capacity Work Bag Waterproof Leather Stylish Messenger Bag/Ladies Sling Hand Carry Shoulder Bag - Womens Black Laptop Bag ,"1,519", , ,https://www.amazon.in//Office-Laptop-Bag-Women-Waterproof/dp/B0BDF7HNKJ/ref=sr_1_101?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-101,['B0BDF7HNKJ']
,,,,,
Bizanne Fashion Medium Size Fashion Backpack for Girls | Best Gifts for Girls | College Bag for Girls | Stylish Backpack for Women |Stylish Latest Ladies Backpack ,409,3.1 out of 5 stars,363,https://www.amazon.in//Bizanne-Fashion-Backpack-College-Stylish/dp/B09FXYKW9C/ref=sr_1_102?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-102,['B09FXYKW9C']
,,,,,
Zipline Unisex Messenger Bags ,734,4.1 out of 5 stars,"1,178",https://www.amazon.in//Zipline-Executive-Briefcase-Messenger-compartments/dp/B083BWTPZF/ref=sr_1_103?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-103,['B083BWTPZF']
,,,,,
Aristocrat Unisex Black Oxford Fabric 28.82L Laptop Bags ,709, , ,https://www.amazon.in//Aristocrat-Unisex-Oxford-Fabric-28-82L/dp/B09ZV86P4S/ref=sr_1_104?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-104,['B09ZV86P4S']
,,,,,
Tufh Leatherite 15.6 inch Laptop Formal Office Dark Brown Messenger Briefcase Bag with Adjustable Shoulder Cross Body Sling Strap for Men and Women (Unisex) ,790,3.8 out of 5 stars,60,https://www.amazon.in//Leatherite-Office-Messenger-Bag-Adjustable/dp/B08DP1JNHF/ref=sr_1_105?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-105,['B08DP1JNHF']
,,,,,
"Atipriya Unisex Sling Bag | Cross Body Multipurpose Hand Bag | Sling Bag For Men & Women | Slim Bag for Office, Cash, Business Collection, Travelling, pack of 1 multicolor ",345,4.0 out of 5 stars,7,https://www.amazon.in//Atipriya-Multipurpose-Collection-Travelling-multicolor/dp/B0B3JDWK4L/ref=sr_1_106?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-106,['B0B3JDWK4L']
,,,,,
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 1000) ,"1,499",4.3 out of 5 stars,"7,212",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A05645852Y1CX98XEKRJ2&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dbags%26qid%3D1665173375%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-107-spons%26psc%3D1&qualifier=1665173375&id=3635288920025686&widgetName=sp_mtf,['B07M82M8G7']
,,,,,
The Clownfish Fusion Series 27 litres Laptop Backpack for 15.6 Inch Laptops (Mustard) ,"1,079",4.2 out of 5 stars,229,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A07644591DP6FIF314ZET&url=%2FClownfish-Fusion-Backpack-Laptops-Mustard%2Fdp%2FB07NDVJW44%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dbags%26qid%3D1665173375%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-108-spons%26psc%3D1&qualifier=1665173375&id=3635288920025686&widgetName=sp_mtf,['B07NDVJW44']
,,,,,
Puma 24 Ltrs Limoges Laptop Backpack (7471402) ,649,3.9 out of 5 stars,296,https://www.amazon.in//Puma-Limoges-Laptop-Backpack-7471402/dp/B072QF243M/ref=sr_1_109?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-109,['B072QF243M']
,,,,,
Baggit Women's Handbag ,499,3.8 out of 5 stars,223,https://www.amazon.in//Baggit-Womens-Sling-bag-Mintgreen/dp/B09F3PMT3R/ref=sr_1_110?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-110,['B09F3PMT3R']
,,,,,
70L Travel Backpack Hiking Bag Adventure Camping Trekking Bag Rucksack -70L ,873,3.9 out of 5 stars,"1,139",https://www.amazon.in//Backpack-Adventure-Camping-Trekking-Rucksack/dp/B091SNKKB4/ref=sr_1_111?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-111,['B091SNKKB4']
,,,,,
ASTRID 17'' Black & white Textured Laptop Bag With Accessory Pouch ,999,4.8 out of 5 stars,6,https://www.amazon.in//ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_112?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-112,['B09Z2G37YY']
,,,,,
"Arctic Hunter Laptop Bag,35L Expandable Backpack for Travel Business Backpack Fit Upto 17 inch Laptop Water-resistant Anti-theft Backapck with USB Charging Port Multi-Layer Large Capacity Bag,Black ","3,303",4.5 out of 5 stars,131,https://www.amazon.in//Backpack-Charging-Multi-Layer-Capacity-Backpacks/dp/B084QGF2JM/ref=sr_1_113?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-113,['B084QGF2JM']
,,,,,
"AH Arctic Hunter 28L Laptop Backpack for Men,15.6inch Slim Water Resistant & Anti-Theft College Backpack with USB Charging,Business,Office,Travel Bag (Black) ","2,231",4.1 out of 5 stars,241,https://www.amazon.in//Backpack-15-6inch-Resistant-Anti-Theft-Charging/dp/B07TW713SC/ref=sr_1_114?keywords=bags&qid=1665173375&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-114,['B07TW713SC']
,,,,,
