Product_Name,Price,Rating,Review Count,URL,ASIN
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue) ","1,400",4.3 out of 5 stars,51,https://www.amazon.in//uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sr_1_38?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-38,['B0B68Z3X7D']
,,,,,
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag ,725,4.0 out of 5 stars,"3,866",https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_39?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&smid=AE2F1YGE1DB7K&sr=8-39,['B07XVMR33Q']
,,,,,
Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue ,689,4.0 out of 5 stars,"1,437",https://www.amazon.in//AFN-FASHION-Casual-bagpack-Backpack/dp/B081X69ZL7/ref=sr_1_40?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-40,['B081X69ZL7']
,,,,,
Gear 30 Ltrs Black Laptop Backpack (LBPASPIRE0104) ,"1,345",4.4 out of 5 stars,"4,328",https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_41?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-41,['B075MK4TXP']
,,,,,
"TRUE HUMAN Emperor ( ZYDEN ) Anti-Theft backpack with combination lock Laptop bag , office bag college bags ",689,3.7 out of 5 stars,435,https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_42?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-42,['B09VCHV6T5']
,,,,,
Wenger Ibex 17 Inch (23 litres) Blue Laptop Backpack Swiss Designed - 600638 ,"7,280",4.5 out of 5 stars,26,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03103651G4Q5KD7TEKNP&url=%2FIbex-17-Inch-Notebook-Backpack%2Fdp%2FB000VOC90Y%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dbags%26qid%3D1665173360%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-43-spons%26psc%3D1&qualifier=1665173360&id=5965912142456566&widgetName=sp_mtf,['B000VOC90Y']
,,,,,
Cosmus Tuxer 38L Large Laptop Backpack With 3 Compartments ,"1,566",4.0 out of 5 stars,186,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A077623841UTAWDZAUTW&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCJKKF4%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dbags%26qid%3D1665173360%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-44-spons%26psc%3D1&qualifier=1665173360&id=5965912142456566&widgetName=sp_mtf,['B09HCJKKF4']
,,,,,
Wesley 25 ltrs BACKPACK (Wes-khaki-Navyblue Navyblue ) ,496,4.3 out of 5 stars,"11,311",https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_45?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-45,['B07K8KLB3P']
,,,,,
Safari 15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE) ,369,4.2 out of 5 stars,"4,782",https://www.amazon.in//SAFARI-Cherry-Casual-Backpack-DAYPACKNEO15CBCRE/dp/B07NSBSV2Y/ref=sr_1_46?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-46,['B07NSBSV2Y']
,,,,,
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Black Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping. ",799,3.8 out of 5 stars,646,https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_47?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-47,['B09B29F66W']
,,,,,
"POLESTAR Noble 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty ",555,4.0 out of 5 stars,"16,534",https://www.amazon.in//POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_48?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&smid=A3HBYWQBT33AGW&sr=8-48,['B07PQQ8M7B']
,,,,,
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU) ",649,3.9 out of 5 stars,502,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_49?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-49,['B09B26MB5M']
,,,,,
"TRUE HUMAN backpack with USB charging Port Laptop bag , office bag , college bag ,office bag , college bag ( COOPER ) ",599,2.0 out of 5 stars,5,https://www.amazon.in//TRUE-HUMAN-backpack-charging-college/dp/B0BFJFYZ14/ref=sr_1_50?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-50,['B0BFJFYZ14']
,,,,,
Half Moon Curiosity Casual 35L Travel Laptop Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue) ,799,3.8 out of 5 stars,105,https://www.amazon.in//Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_51?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-51,['B09S3ZK3N1']
,,,,,
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag ,846,4.1 out of 5 stars,700,https://www.amazon.in//Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_52?keywords=bags&qid=1665173360&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-52,['B098QFF5TJ']
,,,,,
Hidesign Draper 01 Men's Laptop Bag - Black ,"11,695",4.3 out of 5 stars,3,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06797553UXO3KIVJGLMS&url=%2FHidesign-Draper-Mens-Laptop-Bag%2Fdp%2FB07Y3JYSTR%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dbags%26qid%3D1665173360%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-53-spons%26psc%3D1&qualifier=1665173360&id=5965912142456566&widgetName=sp_btf,['B07Y3JYSTR']
,,,,,
"WENGER NANOBYTE 13 Inch Laptop Backpack, Padded Laptop Compartment with iPad/Tablet/eReader Pocket in Black-blend of style & function, Swiss designed, 600626, S ","5,128",4.1 out of 5 stars,84,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A03095292AXTQ9TP7AXTS&url=%2FWenger-600626-NANOBYTE-Computer-Backpack%2Fdp%2FB00HD9CAAY%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dbags%26qid%3D1665173360%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-54-spons%26psc%3D1&qualifier=1665173360&id=5965912142456566&widgetName=sp_btf,['B00HD9CAAY']
,,,,,
"WENGER COLLEAGUE 16 Inch Laptop Backpack with 10 Inch Tablet Pocket In White heart print (22 Litre)-blend of style & function, Swiss designed, 610211, M ","3,137",4.6 out of 5 stars,6,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03104213IV34FA13KH42&url=%2FWENGER-COLLEAGUE-Backpack-function-610211%2Fdp%2FB08HM5PQXT%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-49-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_atf_next,['B08HM5PQXT']
,,,,,
Cosmus Tuxer 38L Large Laptop Backpack With 3 Compartments ,"1,566",4.0 out of 5 stars,186,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A07763943DI74KVSPABQM&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCH6TP5%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-50-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_atf_next,['B09HCH6TP5']
,,,,,
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green) ","1,400",4.3 out of 5 stars,28,https://www.amazon.in//uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_51?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-51,['B0B69M182Q']
,,,,,
ADISA Light Weight Laptop Backpack 32 Ltrs ,599,4.0 out of 5 stars,"5,265",https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_52?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-52,['B07F3X45WZ']
,,,,,
"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large ","1,614",4.3 out of 5 stars,"8,228",https://www.amazon.in//Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC/ref=sr_1_53?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-53,['B01G5I8YLC']
,,,,,
"ZIPLINE Synthetic Leather Executive SMALL messenger bag for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Brown Bag) ",819,3.9 out of 5 stars,149,https://www.amazon.in//Leatherette-Executive-messenger-multiple-compartments/dp/B099NM3GFZ/ref=sr_1_54?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-54,['B099NM3GFZ']
,,,,,
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (Grey) 1 Year Warranty ,"2,150",4.4 out of 5 stars,"5,836",https://www.amazon.in//TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_55?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-55,['B0847PGZZM']
,,,,,
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black) ","1,599",4.4 out of 5 stars,318,https://www.amazon.in//Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_56?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-56,['B07PMQTB6T']
,,,,,
"AirCase Office Sling Messenger Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Spacious Pockets for Office/Travel, With Warranty ",999,3.9 out of 5 stars,552,https://www.amazon.in//AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_57?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-57,['B07V47HHRG']
,,,,,
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap ","1,249",4.2 out of 5 stars,611,https://www.amazon.in//Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_58?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-58,['B08R7S55H4']
,,,,,
Amazon Basics- Casual Backpack for 15.6-inch Laptop ,649,3.3 out of 5 stars,3,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0632241QWWKRXZOZN90&url=%2FAmazon-Basics-Casual-Backpack-15-6-inch%2Fdp%2FB09W4WJ1CB%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-59-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_mtf,['B09W4WJ1CB']
,,,,,
Killer Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack ,"1,699",4.4 out of 5 stars,"10,573",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0248346ABG4W93SXTWK&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07CDD6YS2%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26smid%3DA20PVHIS8DLHRJ%26sr%3D8-60-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_mtf,['B07CDD6YS2']
,,,,,
AirCase 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women ,859,4.0 out of 5 stars,"1,405",https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_61?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-61,['B07QN4KXWG']
,,,,,
SFANE Yoga Series Polyester Gym Bag/Duffle Bag for Men & Women with Shoe Compartment (Grey) ,479,4.4 out of 5 stars,353,https://www.amazon.in//SFANE-Polyester-Duffle-Women-Compartment/dp/B08PD15TXH/ref=sr_1_62?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-62,['B08PD15TXH']
,,,,,
"Arctic Hunter Mens Sling Bag,Mens Shoulder Bag,Crossbody Bag for Men,Chest Bag,Daypack,Include Shockproof Compartment for IPad Mini,Suitable for College,Outdoor Travels and Business for Everyday Use ","1,329",4.4 out of 5 stars,191,https://www.amazon.in//Shoulder-Crossbody-Shockproof-Compartment-k00063-Black/dp/B09HV9QYFB/ref=sr_1_63?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-63,['B09HV9QYFB']
,,,,,
BEATLE NXT 01 LAPTOP BACKPACK (E) BLUE ,929,5.0 out of 5 stars,3,https://www.amazon.in//BEATLE-NXT-LAPTOP-BACKPACK-BLUE/dp/B0B3Y27TYX/ref=sr_1_64?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-64,['B0B3Y27TYX']
,,,,,
"Storite Small Stylish Padded Canvas Sling Cross Body Travel Office One Side Shoulder Bag for Men Women (18.5x8x25.5 cm, Brown) ",535,4.0 out of 5 stars,197,https://www.amazon.in//Storite-Sling-Bag-18-5x8x25-5-Brown/dp/B09CTQX525/ref=sr_1_65?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-65,['B09CTQX525']
,,,,,
"Spark Way Water Resistant College School Bag Laptop Bag, Travel Backpacks Laptop Bag for Women Men (Black Red) ",272, , ,https://www.amazon.in//Spark-Way-Resistant-College-Backpacks/dp/B0BBGR5634/ref=sr_1_66?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-66,['B0BBGR5634']
,,,,,
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus) ,"1,534",4.4 out of 5 stars,"1,773",https://www.amazon.in//Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_67?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-67,['B07FC4D9B5']
,,,,,
"World Speed 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Artificial Leather Handbag,Compatible with laptop MacBook Notebook,for Men/Women ",799,4.1 out of 5 stars,492,https://www.amazon.in//15-6-inch-Briefcase-Waterproof-Artificial-Compatible/dp/B094GB8VS2/ref=sr_1_68?keywords=bags&qid=1665173363&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-68,['B094GB8VS2']
,,,,,
Wenger 18 Ltrs Black Laptop Backpack (72992290) ,"5,208",4.6 out of 5 stars,2,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A03092292ALE4RS34EBED&url=%2FWenger-Black-Laptop-Backpack-72992290%2Fdp%2FB00QMFAWBO%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-69-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_btf,['B00QMFAWBO']
,,,,,
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green) ","1,400",4.3 out of 5 stars,28,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A01510481XFFGFR81S748&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dbags%26qid%3D1665173363%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-70-spons%26psc%3D1&qualifier=1665173363&id=3827721155988792&widgetName=sp_btf,['B0B69M182Q']
,,,,,
Cosmus Tuxer 38L Large Laptop Backpack With 3 Compartments ,"1,566",4.0 out of 5 stars,186,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A07763943DI74KVSPABQM&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCH6TP5%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-65-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_atf_next,['B09HCH6TP5']
,,,,,
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue) ","1,400",4.3 out of 5 stars,51,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01515483E9RQYSQW6QWC&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-66-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_atf_next,['B0B68Z3X7D']
,,,,,
Puma Black Casual Backpack (7358101) ,"1,099",4.3 out of 5 stars,"9,565",https://www.amazon.in//Puma-Black-Casual-Backpack-7358101/dp/B00XZU9TSG/ref=sr_1_67?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-67,['B00XZU9TSG']
,,,,,
"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black) ",838,4.2 out of 5 stars,626,https://www.amazon.in//Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_68?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-68,['B09BMG8R6Y']
,,,,,
American Tourister Casual Backpack ,949,4.1 out of 5 stars,"12,360",https://www.amazon.in//American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_69?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-69,['B07CJCFNZG']
,,,,,
Gear Vintage2 Anti Theft Faux Leather 28 Ltrs Brown Laptop Backpack (LBPVG2LTH0201) ,"1,099",4.4 out of 5 stars,"3,244",https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_70?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-70,['B07G4D13L7']
,,,,,
"POLESTAR Enzo 35 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty ",615,4.2 out of 5 stars,"3,332",https://www.amazon.in//POLESTAR-backpack-Backpack-College-Students/dp/B08X2KR6T9/ref=sr_1_71?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-71,['B08X2KR6T9']
,,,,,
Caprese Women's Tote bag ,577,4.1 out of 5 stars,224,https://www.amazon.in//Caprese-Womens-Tote-bag-Birch/dp/B09FT31R1X/ref=sr_1_72?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-72,['B09FT31R1X']
,,,,,
"SHW SOLAR BLACK LAPTOP BAG WITH PADDED LAPTOP COMPARTMENT SUITABLE FOR 15.6"" LAPTOP II ADJUSTABLE STRAPSII WATER BOTTLE POCKETII TWO COMPARTMENTS ",349,3.8 out of 5 stars,80,https://www.amazon.in//SHW-SOLAR-COMPARTMENT-ADJUSTABLE-COMPARTMENTS/dp/B09NFSC3RP/ref=sr_1_73?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-73,['B09NFSC3RP']
,,,,,
Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Navy Blue) ,568,4.1 out of 5 stars,"5,471",https://www.amazon.in//Martucci-Unisex-Waterproof-Laptop-Backpack/dp/B088B3ZVW2/ref=sr_1_74?keywords=bags&qid=1665173367&qu=eyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%3D%3D&sr=8-74,['B088B3ZVW2']
,,,,,
"Wenger MARS Laptop Backpack with Padded compartment for 16 Inch laptop & 10 Inch tablet, Organizer for essentials in Black/Grey (26 Litre)-blend of style & function, Swiss designed, 612034 ","2,520",5.0 out of 5 stars,1,https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A03087051HSM1Z3DI62YU&url=%2FBackpack-compartment-Organizer-essentials-612034%2Fdp%2FB09T5XXS9T%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Dbags%26qid%3D1665173367%26qu%3DeyJxc2MiOiI3Ljk5IiwicXNhIjoiNy45NCIsInFzcCI6IjYuNTYifQ%253D%253D%26sr%3D8-75-spons%26psc%3D1&qualifier=1665173367&id=4407590209405243&widgetName=sp_mtf,['B09T5XXS9T']
,,,,,
